task,model,reasoning,difficulty_sd,tokens,performance,exact15
Std,meta-llama__llama-4-maverick,none,22.0,13,0.16901143105047198,0
Std,meta-llama__llama-4-maverick,none,9.0,16,0.07917071894640207,0
Std,meta-llama__llama-4-maverick,none,36.0,15,0.05164732866257542,0
Std,meta-llama__llama-4-maverick,none,38.0,12,0.4980704884606387,0
Std,meta-llama__llama-4-maverick,none,49.0,10,0.08720732501745096,0
Std,meta-llama__llama-4-maverick,none,54.0,16,0.06665593948870087,0
Std,meta-llama__llama-4-maverick,none,68.0,13,1.0,0
Std,meta-llama__llama-4-maverick,none,33.0,14,0.054696812549135235,0
Std,meta-llama__llama-4-maverick,none,62.0,13,0.15135334164468744,0
Std,meta-llama__llama-4-maverick,none,20.0,16,4.061321278208491e-05,0
Std,meta-llama__llama-4-maverick,none,51.0,13,6.457948312113711e-05,0
Std,meta-llama__llama-4-maverick,none,3.0,12,0.07595904278481408,0
Std,meta-llama__llama-4-maverick,none,60.0,13,0.05101192652363852,0
Std,meta-llama__llama-4-maverick,none,59.0,11,0.09966385226847653,0
Std,meta-llama__llama-4-maverick,none,72.0,12,0.12716613904078863,0
Std,meta-llama__llama-4-maverick,none,20.0,12,0.25264505837415985,0
Std,meta-llama__llama-4-maverick,none,63.0,14,0.08265180336485635,0
Std,meta-llama__llama-4-maverick,none,42.0,14,0.0507761691525566,0
Std,meta-llama__llama-4-maverick,none,68.0,14,0.05824981642430746,0
Std,meta-llama__llama-4-maverick,none,24.0,15,0.08698059803207078,0
Std,meta-llama__llama-4-maverick,none,5.0,9,0.004738548354498664,0
Std,meta-llama__llama-4-maverick,none,24.0,12,0.048392525212212205,0
Std,meta-llama__llama-4-maverick,none,72.0,13,1.0,1
Std,meta-llama__llama-4-maverick,none,39.0,10,1.0,1
Std,meta-llama__llama-4-maverick,none,65.0,15,0.06675447182089948,0
Std,meta-llama__llama-4-maverick,none,63.0,12,0.07474243630264059,0
Std,meta-llama__llama-4-maverick,none,68.0,12,0.09790109857964586,0
Std,meta-llama__llama-4-maverick,none,4.0,12,0.2713177408200232,0
Std,meta-llama__llama-4-maverick,none,43.0,15,0.08603188000562234,0
Std,meta-llama__llama-4-maverick,none,36.0,13,0.08471478654089674,0
Std,meta-llama__llama-4-maverick,none,73.0,12,0.1141461949366931,0
Std,meta-llama__llama-4-maverick,none,36.0,16,0.18616554735827678,0
Std,meta-llama__llama-4-maverick,none,14.0,13,0.05103675804504842,0
Std,meta-llama__llama-4-maverick,none,32.0,10,0.00600178396876401,0
Std,meta-llama__llama-4-maverick,none,32.0,13,6.403011156358259e-05,0
Std,meta-llama__llama-4-maverick,none,32.0,13,0.09416049141733894,0
Std,meta-llama__llama-4-maverick,none,58.0,16,0.051216094414977535,0
Std,meta-llama__llama-4-maverick,none,32.0,13,0.06673876019600541,0
Std,meta-llama__llama-4-maverick,none,37.0,13,0.07077292478541163,0
Std,meta-llama__llama-4-maverick,none,12.0,14,0.09392784759240656,0
Std,meta-llama__llama-4-maverick,none,41.0,13,0.12523526284752012,0
Std,meta-llama__llama-4-maverick,none,16.0,16,0.1118651649479472,0
Std,meta-llama__llama-4-maverick,none,39.0,13,0.05167130535446528,0
Std,meta-llama__llama-4-maverick,none,38.0,12,4.1000713637924024e-05,0
Std,meta-llama__llama-4-maverick,none,32.0,12,0.20593951376826938,0
Std,meta-llama__llama-4-maverick,none,42.0,14,0.06956704980677227,0
Std,meta-llama__llama-4-maverick,none,46.0,16,0.07380788973986101,0
Std,meta-llama__llama-4-maverick,none,50.0,12,0.105609384228654,0
Std,meta-llama__llama-4-maverick,none,49.0,11,0.10037904200047616,0
Std,meta-llama__llama-4-maverick,none,63.0,12,0.16199864810156603,0
Std,meta-llama__llama-4-maverick,none,7.0,13,0.07700486946462166,0
Std,meta-llama__llama-4-maverick,none,46.0,14,0.05279407675214212,0
Std,meta-llama__llama-4-maverick,none,40.0,13,0.07505932153267401,0
Std,meta-llama__llama-4-maverick,none,82.0,16,0.11817658029027116,0
Std,meta-llama__llama-4-maverick,none,45.0,12,0.03016719091707702,0
Std,meta-llama__llama-4-maverick,none,61.0,12,0.08339442455987961,0
Std,meta-llama__llama-4-maverick,none,74.0,13,0.080378836347396,0
Std,meta-llama__llama-4-maverick,none,76.0,13,0.07101993819794937,0
Std,meta-llama__llama-4-maverick,none,19.0,13,0.08730334146334277,0
Std,meta-llama__llama-4-maverick,none,85.0,16,0.10985001563805931,0
Std,meta-llama__llama-4-maverick,none,39.0,14,4.474484165268743e-05,0
Std,meta-llama__llama-4-maverick,none,59.0,12,0.05257709079805735,0
Std,meta-llama__llama-4-maverick,none,17.0,14,0.09466597847434013,0
Std,meta-llama__llama-4-maverick,none,37.0,13,0.05260451752456246,0
Std,meta-llama__llama-4-maverick,none,39.0,13,0.06299804773466526,0
Std,meta-llama__llama-4-maverick,none,41.0,16,0.00048187035370770003,0
Std,meta-llama__llama-4-maverick,none,31.0,15,0.06417127380815499,0
Std,meta-llama__llama-4-maverick,none,78.0,12,0.09015820950461347,0
Std,meta-llama__llama-4-maverick,none,62.0,11,0.09439818975975561,0
Std,meta-llama__llama-4-maverick,none,42.0,14,0.04852147861010124,0
Std,meta-llama__llama-4-maverick,none,30.0,16,0.08925239862902483,0
Std,meta-llama__llama-4-maverick,none,35.0,11,1.0,1
Std,meta-llama__llama-4-maverick,none,64.0,13,0.05101083122247104,0
Std,meta-llama__llama-4-maverick,none,32.0,16,3.0629812718281285e-05,0
Std,meta-llama__llama-4-maverick,none,44.0,10,0.10353609674214702,0
Std,meta-llama__llama-4-maverick,none,20.0,14,5.7766710937806715e-05,0
Std,meta-llama__llama-4-maverick,none,25.0,12,4.722910391498598e-05,0
Std,meta-llama__llama-4-maverick,none,78.0,15,0.11108204129434875,0
Std,meta-llama__llama-4-maverick,none,50.0,15,0.13966736184754786,0
Std,meta-llama__llama-4-maverick,none,13.0,13,0.11687732995994295,0
Std,meta-llama__llama-4-maverick,none,20.0,9,0.05109696901836338,0
Std,meta-llama__llama-4-maverick,none,82.0,16,0.11779472017231857,0
Std,meta-llama__llama-4-maverick,none,18.0,16,4.346522063267073e-05,0
Std,meta-llama__llama-4-maverick,none,19.0,15,0.08793925709502978,0
Std,meta-llama__llama-4-maverick,none,78.0,12,0.13002617301626782,0
Std,meta-llama__llama-4-maverick,none,69.0,12,0.1250298051511923,0
Std,meta-llama__llama-4-maverick,none,68.0,14,0.069160357579425,0
Std,meta-llama__llama-4-maverick,none,3.0,13,0.1405727825336591,0
Std,meta-llama__llama-4-maverick,none,23.0,12,6.251935929174944e-05,0
Std,meta-llama__llama-4-maverick,none,82.0,12,0.06152171130324248,0
Std,meta-llama__llama-4-maverick,none,3.0,13,0.08964343613630249,0
Std,meta-llama__llama-4-maverick,none,43.0,13,0.09132231479768968,0
Std,meta-llama__llama-4-maverick,none,1.0,16,0.06637269494871191,0
Std,meta-llama__llama-4-maverick,none,30.0,13,0.05142049888844802,0
Std,meta-llama__llama-4-maverick,none,2.0,13,0.10495772952958102,0
Std,meta-llama__llama-4-maverick,none,25.0,13,0.05095316588885213,0
Std,meta-llama__llama-4-maverick,none,25.0,13,5.0674056990148295e-08,0
Std,meta-llama__llama-4-maverick,none,34.0,12,0.0907872961072936,0
Std,meta-llama__llama-4-maverick,none,49.0,12,0.20057276931435805,0
Std,meta-llama__llama-4-maverick,none,16.0,14,5.236878994697815e-11,0
Std,meta-llama__llama-4-maverick,none,28.0,12,0.08825153850889307,0
Std,meta-llama__llama-4-maverick,none,2.0,12,0.05103675804504812,0
Std,meta-llama__llama-4-maverick,none,79.0,12,0.10394196497416727,0
Std,meta-llama__llama-4-maverick,none,20.0,12,0.11419233331981735,0
Std,meta-llama__llama-4-maverick,none,64.0,16,0.05092018862867268,0
Std,meta-llama__llama-4-maverick,none,46.0,14,5.790533712939937e-05,0
Std,meta-llama__llama-4-maverick,none,22.0,14,4.093657996600984e-08,0
Std,meta-llama__llama-4-maverick,none,22.0,10,0.35812678363875494,0
Std,meta-llama__llama-4-maverick,none,38.0,13,0.22620248002293122,0
Std,meta-llama__llama-4-maverick,none,46.0,16,0.09002692917170571,0
Std,meta-llama__llama-4-maverick,none,16.0,13,0.12086808585043048,0
Std,meta-llama__llama-4-maverick,none,7.0,13,0.08958797753737345,0
Std,meta-llama__llama-4-maverick,none,47.0,16,0.09419207168255393,0
Std,meta-llama__llama-4-maverick,none,45.0,12,0.06195720621631969,0
Std,meta-llama__llama-4-maverick,none,26.0,11,0.07312983876705552,0
Std,meta-llama__llama-4-maverick,none,24.0,13,8.551928959482703e-05,0
Std,meta-llama__llama-4-maverick,none,17.0,13,5.4552749674392695e-05,0
Std,meta-llama__llama-4-maverick,none,73.0,15,0.06828729199060932,0
Std,meta-llama__llama-4-maverick,none,34.0,12,0.19640489228305832,0
Std,meta-llama__llama-4-maverick,none,22.0,13,8.193291968981985e-11,0
Std,meta-llama__llama-4-maverick,none,29.0,14,0.08334898568970628,0
Std,meta-llama__llama-4-maverick,none,79.0,12,0.09864502319000988,0
Std,meta-llama__llama-4-maverick,none,12.0,16,5.691500471751191e-05,0
Std,meta-llama__llama-4-maverick,none,50.0,12,0.08737615095842981,0
Std,meta-llama__llama-4-maverick,none,44.0,12,0.13344315932756748,0
Std,meta-llama__llama-4-maverick,none,48.0,13,0.13159536179156905,0
Std,meta-llama__llama-4-maverick,none,46.0,12,0.06790017731993378,0
Std,meta-llama__llama-4-maverick,none,27.0,10,5.7597339335098585e-05,0
Std,meta-llama__llama-4-maverick,none,6.0,13,0.21662127636435857,0
Std,meta-llama__llama-4-maverick,none,26.0,12,0.06513690190228127,0
Std,meta-llama__llama-4-maverick,none,38.0,13,0.10480166123609568,0
Std,meta-llama__llama-4-maverick,none,62.0,13,0.1752381259429464,0
Std,meta-llama__llama-4-maverick,none,66.0,13,0.07212807404457232,0
Std,meta-llama__llama-4-maverick,none,18.0,16,0.0730115009219072,0
Std,meta-llama__llama-4-maverick,none,53.0,12,0.07496865603230715,0
Std,meta-llama__llama-4-maverick,none,20.0,13,0.009631794291114132,0
Std,meta-llama__llama-4-maverick,none,20.0,10,1.0,1
Std,meta-llama__llama-4-maverick,none,76.0,12,0.11780083356440008,0
Std,meta-llama__llama-4-maverick,none,35.0,13,0.07672506344383452,0
Std,moonshotai__kimi-k2-0905,none,8.0,12,0.167272887261599,0
Std,moonshotai__kimi-k2-0905,none,21.0,13,0.12038222325886799,0
Std,moonshotai__kimi-k2-0905,none,25.0,9,0.005652501426461457,0
Std,moonshotai__kimi-k2-0905,none,45.0,13,0.06639413422785204,0
Std,moonshotai__kimi-k2-0905,none,47.0,13,5.6461204980589374e-08,0
Std,moonshotai__kimi-k2-0905,none,29.0,11,0.05071316052990455,0
Std,moonshotai__kimi-k2-0905,none,43.0,12,0.5837112041714294,0
Std,moonshotai__kimi-k2-0905,none,52.0,13,0.10819934262202445,0
Std,moonshotai__kimi-k2-0905,none,63.0,12,0.12830344847538838,0
Std,moonshotai__kimi-k2-0905,none,15.0,13,0.05121592444252424,0
Std,moonshotai__kimi-k2-0905,none,57.0,12,0.08985489437212184,0
Std,moonshotai__kimi-k2-0905,none,32.0,11,0.051083762346963546,0
Std,moonshotai__kimi-k2-0905,none,26.0,9,1.0,1
Std,moonshotai__kimi-k2-0905,none,42.0,15,0.10357627481232692,0
Std,moonshotai__kimi-k2-0905,none,21.0,11,4.112245285283212e-05,0
Std,moonshotai__kimi-k2-0905,none,4.0,13,0.20299258782312876,0
Std,moonshotai__kimi-k2-0905,none,49.0,13,0.051056286220660795,0
Std,moonshotai__kimi-k2-0905,none,44.0,13,0.08769380179594138,0
Std,moonshotai__kimi-k2-0905,none,27.0,13,5.715633182815519e-13,0
Std,moonshotai__kimi-k2-0905,none,51.0,13,0.1875297922463693,0
Std,moonshotai__kimi-k2-0905,none,22.0,14,6.124030801499026e-07,0
Std,moonshotai__kimi-k2-0905,none,62.0,13,0.05106151103452963,0
Std,moonshotai__kimi-k2-0905,none,45.0,14,0.09825351143199718,0
Std,moonshotai__kimi-k2-0905,none,46.0,12,0.08075205153965884,0
Std,moonshotai__kimi-k2-0905,none,52.0,11,0.07058935786830277,0
Std,moonshotai__kimi-k2-0905,none,63.0,12,0.06984862986504452,0
Std,moonshotai__kimi-k2-0905,none,73.0,12,0.0866009690484689,0
Std,moonshotai__kimi-k2-0905,none,24.0,13,0.0958583793770622,0
Std,moonshotai__kimi-k2-0905,none,60.0,12,0.06340348864910833,0
Std,moonshotai__kimi-k2-0905,none,31.0,14,0.8456724757894779,0
Std,moonshotai__kimi-k2-0905,none,53.0,13,0.05041213671936316,0
Std,moonshotai__kimi-k2-0905,none,42.0,12,0.11024662688944528,0
Std,moonshotai__kimi-k2-0905,none,53.0,11,0.164259438652894,0
Std,moonshotai__kimi-k2-0905,none,59.0,16,0.12020773592198339,0
Std,moonshotai__kimi-k2-0905,none,65.0,11,0.047473730947552584,0
Std,moonshotai__kimi-k2-0905,none,19.0,14,0.100054494124556,0
Std,moonshotai__kimi-k2-0905,none,13.0,16,0.13891801785028302,0
Std,moonshotai__kimi-k2-0905,none,19.0,17,0.1184516426052983,0
Std,moonshotai__kimi-k2-0905,none,4.0,8,0.06667581093209815,0
Std,moonshotai__kimi-k2-0905,none,17.0,14,0.16993313760919115,0
Std,moonshotai__kimi-k2-0905,none,43.0,12,0.09460136812402367,0
Std,moonshotai__kimi-k2-0905,none,21.0,12,0.14011437586385825,0
Std,moonshotai__kimi-k2-0905,none,39.0,11,0.0903724413320418,0
Std,moonshotai__kimi-k2-0905,none,16.0,10,0.12403427701449715,0
Std,moonshotai__kimi-k2-0905,none,46.0,13,0.06632378001603506,0
Std,moonshotai__kimi-k2-0905,none,32.0,13,0.07014234030321527,0
Std,moonshotai__kimi-k2-0905,none,17.0,7,-0.0,0
Std,moonshotai__kimi-k2-0905,none,19.0,10,0.11091959430124167,0
Std,moonshotai__kimi-k2-0905,none,47.0,12,0.11193539878762841,0
Std,moonshotai__kimi-k2-0905,none,42.0,10,0.18021754932873027,0
Std,moonshotai__kimi-k2-0905,none,6.0,13,0.8931880214349618,0
Std,moonshotai__kimi-k2-0905,none,4.0,13,0.09643247922162668,0
Std,moonshotai__kimi-k2-0905,none,45.0,13,0.05101634853975391,0
Std,moonshotai__kimi-k2-0905,none,50.0,13,0.10955563673795349,0
Std,moonshotai__kimi-k2-0905,none,3.0,12,0.10574204186695542,0
Std,moonshotai__kimi-k2-0905,none,9.0,12,0.11251577744082501,0
Std,moonshotai__kimi-k2-0905,none,56.0,15,0.10258886626579194,0
Std,moonshotai__kimi-k2-0905,none,30.0,14,5.708818601996022e-15,0
Std,moonshotai__kimi-k2-0905,none,38.0,14,0.76000588468503,0
Std,moonshotai__kimi-k2-0905,none,32.0,9,0.07402580377173548,0
Std,moonshotai__kimi-k2-0905,none,60.0,13,0.09097029151439076,0
Std,moonshotai__kimi-k2-0905,none,74.0,9,0.051371789217379935,0
Std,moonshotai__kimi-k2-0905,none,52.0,13,0.07360315993137542,0
Std,moonshotai__kimi-k2-0905,none,41.0,12,0.15474101358323425,0
Std,moonshotai__kimi-k2-0905,none,56.0,11,0.09787267992218708,0
Std,moonshotai__kimi-k2-0905,none,20.0,15,0.1182307306408364,0
Std,moonshotai__kimi-k2-0905,none,1.0,9,0.088793429164804,0
Std,moonshotai__kimi-k2-0905,none,46.0,17,0.06995554127571967,0
Std,moonshotai__kimi-k2-0905,none,10.0,12,0.13355557936210313,0
Std,moonshotai__kimi-k2-0905,none,31.0,16,0.08719027212520429,0
Std,moonshotai__kimi-k2-0905,none,61.0,12,0.07503467932532068,0
Std,moonshotai__kimi-k2-0905,none,37.0,14,0.051057681250620185,0
Std,moonshotai__kimi-k2-0905,none,17.0,12,0.16180076833302035,0
Std,moonshotai__kimi-k2-0905,none,23.0,12,0.07341192491468253,0
Std,moonshotai__kimi-k2-0905,none,53.0,13,0.10866885907277245,0
Std,moonshotai__kimi-k2-0905,none,22.0,12,0.23289458134000587,0
Std,moonshotai__kimi-k2-0905,none,32.0,16,0.11894949286425734,0
Std,moonshotai__kimi-k2-0905,none,57.0,11,0.0875907727837842,0
Std,moonshotai__kimi-k2-0905,none,40.0,12,1.0,1
Std,moonshotai__kimi-k2-0905,none,17.0,13,5.987083108590747e-09,0
Std,moonshotai__kimi-k2-0905,none,36.0,13,0.5449126744719197,0
Std,moonshotai__kimi-k2-0905,none,17.0,10,0.12998278731007323,0
Std,moonshotai__kimi-k2-0905,none,19.0,14,0.05809187433911258,0
Std,moonshotai__kimi-k2-0905,none,36.0,13,0.09381894393562432,0
Std,moonshotai__kimi-k2-0905,none,13.0,14,0.05105598108228409,0
Std,moonshotai__kimi-k2-0905,none,20.0,9,0.08989309656860493,0
Std,moonshotai__kimi-k2-0905,none,63.0,12,0.12436871910309175,0
Std,moonshotai__kimi-k2-0905,none,36.0,12,0.36338643290628464,0
Std,moonshotai__kimi-k2-0905,none,16.0,12,5.9295673261699434e-08,0
Std,moonshotai__kimi-k2-0905,none,35.0,9,0.095064937069698,0
Std,moonshotai__kimi-k2-0905,none,68.0,14,5.105696854086188e-07,0
Std,moonshotai__kimi-k2-0905,none,25.0,16,0.129002241615343,0
Std,moonshotai__kimi-k2-0905,none,52.0,16,0.07791893460726144,0
Std,moonshotai__kimi-k2-0905,none,13.0,12,0.08812136452112841,0
Std,moonshotai__kimi-k2-0905,none,2.0,13,0.11733100312363322,0
Std,moonshotai__kimi-k2-0905,none,24.0,10,0.07750290544026137,0
Std,moonshotai__kimi-k2-0905,none,30.0,14,5.90878797437002e-13,0
Std,moonshotai__kimi-k2-0905,none,53.0,13,0.11014646006456137,0
Std,moonshotai__kimi-k2-0905,none,68.0,16,0.13680018002328373,0
Std,moonshotai__kimi-k2-0905,none,9.0,12,0.11577326145009786,0
Std,moonshotai__kimi-k2-0905,none,42.0,14,0.08372711994457437,0
Std,moonshotai__kimi-k2-0905,none,1.0,15,0.8106052513077695,0
Std,moonshotai__kimi-k2-0905,none,55.0,13,0.09589668880481315,0
Std,moonshotai__kimi-k2-0905,none,59.0,11,0.08638910517507467,0
Std,moonshotai__kimi-k2-0905,none,43.0,15,0.05104513057550322,0
Std,moonshotai__kimi-k2-0905,none,50.0,12,0.12747087023099254,0
Std,moonshotai__kimi-k2-0905,none,59.0,13,0.06939472886742437,0
Std,moonshotai__kimi-k2-0905,none,7.0,8,1.0,1
Std,moonshotai__kimi-k2-0905,none,43.0,13,0.057398347317637995,0
Std,moonshotai__kimi-k2-0905,none,28.0,14,0.13064436164525783,0
Std,moonshotai__kimi-k2-0905,none,18.0,16,0.00011676008619897363,0
Std,moonshotai__kimi-k2-0905,none,61.0,15,0.0809470931089273,0
Std,moonshotai__kimi-k2-0905,none,54.0,13,0.07798079224670011,0
Std,moonshotai__kimi-k2-0905,none,36.0,10,0.05108256240253276,0
Std,moonshotai__kimi-k2-0905,none,36.0,11,0.05103696207102507,0
Std,moonshotai__kimi-k2-0905,none,21.0,16,0.13722671313379387,0
Std,moonshotai__kimi-k2-0905,none,18.0,10,0.32571623155698115,0
Std,moonshotai__kimi-k2-0905,none,42.0,12,0.0510723424094066,0
Std,moonshotai__kimi-k2-0905,none,59.0,13,0.07284596211235142,0
Std,moonshotai__kimi-k2-0905,none,14.0,12,0.10744833084495742,0
Std,moonshotai__kimi-k2-0905,none,49.0,13,0.051090355035354355,0
Std,moonshotai__kimi-k2-0905,none,34.0,13,0.09907873376458488,0
Std,moonshotai__kimi-k2-0905,none,50.0,10,0.005432969244867759,0
Std,moonshotai__kimi-k2-0905,none,58.0,14,4.0953228217970596e-10,0
Std,moonshotai__kimi-k2-0905,none,39.0,11,0.051046874362650825,0
Std,moonshotai__kimi-k2-0905,none,32.0,11,0.24474200653081057,0
Std,moonshotai__kimi-k2-0905,none,31.0,11,4.1051598835883635e-07,0
Std,moonshotai__kimi-k2-0905,none,15.0,15,0.08769099109493825,0
Std,moonshotai__kimi-k2-0905,none,45.0,13,0.05109054614993711,0
Std,moonshotai__kimi-k2-0905,none,8.0,12,0.09208034780442448,0
Std,moonshotai__kimi-k2-0905,none,48.0,15,0.170087604106803,0
Std,moonshotai__kimi-k2-0905,none,75.0,11,0.13125957874370336,0
Std,moonshotai__kimi-k2-0905,none,56.0,14,1.0,1
Std,moonshotai__kimi-k2-0905,none,69.0,10,0.18376113869520241,0
Std,moonshotai__kimi-k2-0905,none,30.0,15,0.09896487508490968,0
Std,moonshotai__kimi-k2-0905,none,70.0,11,0.061602895622847945,0
Std,moonshotai__kimi-k2-0905,none,32.0,13,5.715247451773046e-15,0
Std,moonshotai__kimi-k2-0905,none,50.0,11,0.09311956554340044,0
Std,moonshotai__kimi-k2-0905,none,45.0,12,0.08108978009006233,0
Std,moonshotai__kimi-k2-0905,none,10.0,11,0.08029777113840386,0
Std,moonshotai__kimi-k2-0905,none,33.0,11,2.251024146134463e-05,0
Std,moonshotai__kimi-k2-0905,none,37.0,17,0.03593993893987513,0
Std,moonshotai__kimi-k2-0905,none,59.0,13,0.05351418156027917,0
Std,moonshotai__kimi-k2-0905,none,21.0,16,5.776279777773791e-08,0
Std,moonshotai__kimi-k2-0905,none,9.0,13,0.11469185153797437,0
Std,moonshotai__kimi-k2-0905,none,58.0,17,0.08857141115138027,0
Std,moonshotai__kimi-k2-0905,none,37.0,10,0.06401255135411979,0
Std,moonshotai__kimi-k2-0905,none,21.0,10,0.0890204239620175,0
Std,moonshotai__kimi-k2-0905,none,62.0,12,0.08576174382797642,0
Std,moonshotai__kimi-k2-0905,none,53.0,12,0.06344320469098311,0
Std,moonshotai__kimi-k2-0905,none,32.0,13,0.0729112509515987,0
Std,moonshotai__kimi-k2-0905,none,29.0,11,0.05103984597468211,0
Std,moonshotai__kimi-k2-0905,none,44.0,14,0.12963697099625296,0
Std,moonshotai__kimi-k2-0905,none,35.0,12,0.05096426065718697,0
Std,moonshotai__kimi-k2-0905,none,26.0,13,0.07324869605979528,0
Std,moonshotai__kimi-k2-0905,none,22.0,14,5.798822498874347e-15,0
Std,moonshotai__kimi-k2-0905,none,28.0,11,0.08538843430714564,0
Std,moonshotai__kimi-k2-0905,none,52.0,13,0.1887325184896197,0
Std,moonshotai__kimi-k2-0905,none,15.0,12,0.39877079683169037,0
Std,moonshotai__kimi-k2-0905,none,26.0,9,0.11417298795639748,0
Std,moonshotai__kimi-k2-0905,none,26.0,9,0.0820604329589763,0
Std,moonshotai__kimi-k2-0905,none,46.0,11,1.0,1
Std,moonshotai__kimi-k2-0905,none,34.0,12,0.09812352213674129,0
Std,moonshotai__kimi-k2-0905,none,21.0,12,0.09460914200419449,0
Std,moonshotai__kimi-k2-0905,none,35.0,9,0.08921343027006588,0
Std,moonshotai__kimi-k2-0905,none,30.0,11,1.0,1
Std,moonshotai__kimi-k2-0905,none,40.0,11,0.13866628651864513,0
Std,moonshotai__kimi-k2-0905,none,39.0,12,0.1171497939330932,0
Std,moonshotai__kimi-k2-0905,none,51.0,11,0.08116680760547085,0
Std,moonshotai__kimi-k2-0905,none,9.0,13,5.255584692715892e-15,0
Std,moonshotai__kimi-k2-0905,none,53.0,12,0.2075662722962844,0
Std,moonshotai__kimi-k2-0905,none,28.0,13,0.09834723241313913,0
Std,moonshotai__kimi-k2-0905,none,29.0,12,0.05103468523189143,0
Std,moonshotai__kimi-k2-0905,none,65.0,14,0.051147138754090896,0
Std,moonshotai__kimi-k2-0905,none,68.0,11,0.10247644284306273,0
Std,moonshotai__kimi-k2-0905,none,5.0,9,1.0,1
Std,moonshotai__kimi-k2-0905,none,36.0,13,5.815453382743853e-08,0
Std,moonshotai__kimi-k2-0905,none,46.0,11,0.14511172452187984,0
Std,moonshotai__kimi-k2-0905,none,66.0,14,0.05098032102123836,0
Std,moonshotai__kimi-k2-0905,none,57.0,10,0.1104517617517327,0
Std,moonshotai__kimi-k2-0905,none,15.0,16,0.11536305758687779,0
Std,moonshotai__kimi-k2-0905,none,5.0,14,4.094566567523672e-12,0
Std,moonshotai__kimi-k2-0905,none,26.0,12,0.1169895818564384,0
Std,moonshotai__kimi-k2-0905,none,68.0,12,0.12037431059440365,0
Std,moonshotai__kimi-k2-0905,none,34.0,12,0.11042426692866418,0
Std,moonshotai__kimi-k2-0905,none,53.0,15,0.6098183209969401,0
Std,moonshotai__kimi-k2-0905,none,13.0,9,5.555285781277629e-11,0
Std,moonshotai__kimi-k2-0905,none,18.0,11,0.07442816196719611,0
Std,moonshotai__kimi-k2-0905,none,22.0,9,1.0,1
Std,moonshotai__kimi-k2-0905,none,3.0,13,0.11548298320962477,0
Std,moonshotai__kimi-k2-0905,none,54.0,11,0.11393914631905429,0
Std,moonshotai__kimi-k2-0905,none,66.0,14,4.572032853229292e-08,0
Std,moonshotai__kimi-k2-0905,none,3.0,12,0.1069464736841069,0
Std,moonshotai__kimi-k2-0905,none,11.0,16,0.12576116382920902,0
Std,moonshotai__kimi-k2-0905,none,25.0,15,0.07622335761292047,0
Std,moonshotai__kimi-k2-0905,none,45.0,15,0.09560046613399482,0
Std,moonshotai__kimi-k2-0905,none,26.0,15,0.06703341698618764,0
Std,moonshotai__kimi-k2-0905,none,47.0,13,0.11645397863481778,0
Std,moonshotai__kimi-k2-0905,none,52.0,14,0.06615901173734581,0
Std,moonshotai__kimi-k2-0905,none,63.0,13,0.05088142112182178,0
Std,moonshotai__kimi-k2-0905,none,45.0,14,4.114463857294054e-16,0
Std,moonshotai__kimi-k2-0905,none,39.0,14,4.0947280888957754e-10,0
Std,moonshotai__kimi-k2-0905,none,61.0,12,0.11378148005818423,0
Std,moonshotai__kimi-k2-0905,none,29.0,12,0.050906355149109975,0
Std,moonshotai__kimi-k2-0905,none,22.0,10,0.07836521863557976,0
Std,moonshotai__kimi-k2-0905,none,6.0,9,0.00708555645299487,0
Std,moonshotai__kimi-k2-0905,none,16.0,16,0.07494386055918123,0
Std,moonshotai__kimi-k2-0905,none,58.0,10,0.09116497801252153,0
Std,moonshotai__kimi-k2-0905,none,45.0,12,0.08022599393386662,0
Std,moonshotai__kimi-k2-0905,none,72.0,11,0.22229920827107377,0
Std,moonshotai__kimi-k2-0905,none,42.0,14,6.305987068989822e-10,0
Std,moonshotai__kimi-k2-0905,none,64.0,13,0.05155229163691102,0
Std,moonshotai__kimi-k2-0905,none,4.0,12,0.07891849940548695,0
Std,moonshotai__kimi-k2-0905,none,64.0,13,0.06292781490623614,0
Std,moonshotai__kimi-k2-0905,none,38.0,13,0.09628515299343492,0
Std,moonshotai__kimi-k2-0905,none,75.0,15,0.09784655552534012,0
Std,moonshotai__kimi-k2-0905,none,31.0,17,0.0662017717398557,0
Std,moonshotai__kimi-k2-0905,none,50.0,15,0.05154889422740298,0
Std,moonshotai__kimi-k2-0905,none,70.0,13,0.08926453362372531,0
Std,moonshotai__kimi-k2-0905,none,13.0,9,0.05102697023412293,0
Std,moonshotai__kimi-k2-0905,none,42.0,11,0.1165531996434433,0
Std,moonshotai__kimi-k2-0905,none,45.0,12,1.0,1
Std,moonshotai__kimi-k2-0905,none,16.0,14,0.17403322631361293,0
Std,moonshotai__kimi-k2-0905,none,1.0,9,0.09395579096895355,0
Std,moonshotai__kimi-k2-0905,none,56.0,11,0.07753028687124448,0
Std,moonshotai__kimi-k2-0905,none,77.0,11,0.12018397266653326,0
Std,moonshotai__kimi-k2-0905,none,74.0,13,0.09460058391681908,0
Std,moonshotai__kimi-k2-0905,none,45.0,13,0.10420797997202144,0
Std,moonshotai__kimi-k2-0905,none,65.0,13,1.0,0
Std,moonshotai__kimi-k2-0905,none,20.0,16,6.762442493775464e-05,0
Std,moonshotai__kimi-k2-0905,none,16.0,16,3.750188182368498e-05,0
Std,moonshotai__kimi-k2-0905,none,82.0,13,5.667609674980222e-13,0
